commercial_area_code,business_type,time_band,demand_level
3110855,KOREAN_FOOD,TIME_14_17,MEDIUM
3110855,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110855,KOREAN_FOOD,TIME_21_24,HIGH
3110855,JAPANESE_FOOD,TIME_00_06,LOW
3110855,JAPANESE_FOOD,TIME_06_11,CLOSED
3110855,JAPANESE_FOOD,TIME_11_14,VERY_HIGH
3110855,JAPANESE_FOOD,TIME_14_17,MEDIUM
3110855,JAPANESE_FOOD,TIME_17_21,VERY_HIGH
3110855,JAPANESE_FOOD,TIME_21_24,MEDIUM
3110855,CHICKEN,TIME_00_06,LOW
3110855,CHICKEN,TIME_06_11,CLOSED
3110855,CHICKEN,TIME_11_14,CLOSED
3110855,CHICKEN,TIME_14_17,LOW
3110855,CHICKEN,TIME_17_21,VERY_HIGH
3110855,CHICKEN,TIME_21_24,VERY_HIGH
3110855,BUNSIK,TIME_00_06,LOW
3110855,BUNSIK,TIME_06_11,LOW
3110855,BUNSIK,TIME_11_14,HIGH
3110855,BUNSIK,TIME_14_17,MEDIUM
3110855,BUNSIK,TIME_17_21,VERY_HIGH
3110855,BUNSIK,TIME_21_24,MEDIUM
3110855,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110855,CAFE_BEVERAGE,TIME_06_11,LOW
3110855,CAFE_BEVERAGE,TIME_11_14,HIGH
3110855,CAFE_BEVERAGE,TIME_14_17,HIGH
3110855,CAFE_BEVERAGE,TIME_17_21,HIGH
3110855,CAFE_BEVERAGE,TIME_21_24,MEDIUM
3110856,KOREAN_FOOD,TIME_00_06,CLOSED
3110856,KOREAN_FOOD,TIME_06_11,CLOSED
3110856,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110856,KOREAN_FOOD,TIME_14_17,MEDIUM
3110856,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110856,KOREAN_FOOD,TIME_21_24,MEDIUM
3110856,CHINESE_FOOD,TIME_00_06,CLOSED
3110856,CHINESE_FOOD,TIME_06_11,LOW
3110856,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110856,CHINESE_FOOD,TIME_14_17,HIGH
3110856,CHINESE_FOOD,TIME_17_21,HIGH
3110856,CHINESE_FOOD,TIME_21_24,LOW
3110856,CAFE_BEVERAGE,TIME_00_06,LOW
3110856,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110856,CAFE_BEVERAGE,TIME_11_14,HIGH
3110856,CAFE_BEVERAGE,TIME_14_17,HIGH
3110856,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110856,CAFE_BEVERAGE,TIME_21_24,LOW
3110857,KOREAN_FOOD,TIME_00_06,CLOSED
3110857,KOREAN_FOOD,TIME_06_11,LOW
3110857,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110857,KOREAN_FOOD,TIME_14_17,MEDIUM
3110857,KOREAN_FOOD,TIME_17_21,HIGH
3110857,KOREAN_FOOD,TIME_21_24,LOW
3110858,KOREAN_FOOD,TIME_00_06,LOW
3110858,KOREAN_FOOD,TIME_06_11,LOW
3110858,KOREAN_FOOD,TIME_11_14,MEDIUM
3110858,KOREAN_FOOD,TIME_14_17,LOW
3110858,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110858,KOREAN_FOOD,TIME_21_24,HIGH
3110858,BUNSIK,TIME_00_06,CLOSED
3110858,BUNSIK,TIME_06_11,CLOSED
3110858,BUNSIK,TIME_11_14,MEDIUM
3110858,BUNSIK,TIME_14_17,MEDIUM
3110858,BUNSIK,TIME_17_21,VERY_HIGH
3110858,BUNSIK,TIME_21_24,HIGH
3110858,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110858,CAFE_BEVERAGE,TIME_06_11,LOW
3110858,CAFE_BEVERAGE,TIME_11_14,HIGH
3110858,CAFE_BEVERAGE,TIME_14_17,HIGH
3110858,CAFE_BEVERAGE,TIME_17_21,HIGH
3110858,CAFE_BEVERAGE,TIME_21_24,MEDIUM
3110859,KOREAN_FOOD,TIME_00_06,CLOSED
3110859,KOREAN_FOOD,TIME_06_11,LOW
3110859,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110859,KOREAN_FOOD,TIME_14_17,MEDIUM
3110859,KOREAN_FOOD,TIME_17_21,HIGH
3110859,KOREAN_FOOD,TIME_21_24,LOW
3110861,KOREAN_FOOD,TIME_00_06,LOW
3110861,KOREAN_FOOD,TIME_06_11,LOW
3110861,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110861,KOREAN_FOOD,TIME_14_17,MEDIUM
3110861,KOREAN_FOOD,TIME_17_21,HIGH
3110861,KOREAN_FOOD,TIME_21_24,MEDIUM
3110861,BUNSIK,TIME_00_06,LOW
3110861,BUNSIK,TIME_06_11,LOW
3110861,BUNSIK,TIME_11_14,HIGH
3110861,BUNSIK,TIME_14_17,MEDIUM
3110861,BUNSIK,TIME_17_21,HIGH
3110861,BUNSIK,TIME_21_24,MEDIUM
3110861,CAFE_BEVERAGE,TIME_00_06,LOW
3110861,CAFE_BEVERAGE,TIME_06_11,LOW
3110861,CAFE_BEVERAGE,TIME_11_14,HIGH
3110861,CAFE_BEVERAGE,TIME_14_17,HIGH
3110861,CAFE_BEVERAGE,TIME_17_21,HIGH
3110861,CAFE_BEVERAGE,TIME_21_24,MEDIUM
3110862,KOREAN_FOOD,TIME_00_06,CLOSED
3110862,KOREAN_FOOD,TIME_06_11,CLOSED
3110862,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110862,KOREAN_FOOD,TIME_14_17,HIGH
3110862,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110862,KOREAN_FOOD,TIME_21_24,LOW
3110863,KOREAN_FOOD,TIME_00_06,LOW
3110863,KOREAN_FOOD,TIME_06_11,CLOSED
3110863,KOREAN_FOOD,TIME_11_14,HIGH
3110863,KOREAN_FOOD,TIME_14_17,MEDIUM
3110863,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110863,KOREAN_FOOD,TIME_21_24,MEDIUM
3110863,CHICKEN,TIME_00_06,LOW
3110863,CHICKEN,TIME_06_11,CLOSED
3110863,CHICKEN,TIME_11_14,LOW
3110863,CHICKEN,TIME_14_17,LOW
3110863,CHICKEN,TIME_17_21,VERY_HIGH
3110863,CHICKEN,TIME_21_24,VERY_HIGH
3110863,BUNSIK,TIME_00_06,CLOSED
3110863,BUNSIK,TIME_06_11,CLOSED
3110863,BUNSIK,TIME_11_14,HIGH
3110863,BUNSIK,TIME_14_17,VERY_HIGH
3110863,BUNSIK,TIME_17_21,HIGH
3110863,BUNSIK,TIME_21_24,LOW
3110863,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110863,CAFE_BEVERAGE,TIME_06_11,LOW
3110863,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110863,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110863,CAFE_BEVERAGE,TIME_17_21,HIGH
3110863,CAFE_BEVERAGE,TIME_21_24,LOW
3110864,KOREAN_FOOD,TIME_00_06,CLOSED
3110864,KOREAN_FOOD,TIME_06_11,CLOSED
3110864,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110864,KOREAN_FOOD,TIME_14_17,MEDIUM
3110864,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110864,KOREAN_FOOD,TIME_21_24,MEDIUM
3110865,KOREAN_FOOD,TIME_00_06,CLOSED
3110865,KOREAN_FOOD,TIME_06_11,LOW
3110865,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110865,KOREAN_FOOD,TIME_14_17,HIGH
3110865,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110865,KOREAN_FOOD,TIME_21_24,MEDIUM
3110865,CHINESE_FOOD,TIME_00_06,CLOSED
3110865,CHINESE_FOOD,TIME_06_11,CLOSED
3110865,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110865,CHINESE_FOOD,TIME_14_17,HIGH
3110865,CHINESE_FOOD,TIME_17_21,HIGH
3110865,CHINESE_FOOD,TIME_21_24,LOW
3110865,CHICKEN,TIME_00_06,LOW
3110865,CHICKEN,TIME_06_11,CLOSED
3110865,CHICKEN,TIME_11_14,LOW
3110865,CHICKEN,TIME_14_17,MEDIUM
3110865,CHICKEN,TIME_17_21,VERY_HIGH
3110865,CHICKEN,TIME_21_24,VERY_HIGH
3110865,FAST_FOOD,TIME_00_06,CLOSED
3110865,FAST_FOOD,TIME_06_11,LOW
3110865,FAST_FOOD,TIME_11_14,HIGH
3110865,FAST_FOOD,TIME_14_17,VERY_HIGH
3110865,FAST_FOOD,TIME_17_21,HIGH
3110865,FAST_FOOD,TIME_21_24,LOW
3110865,BUNSIK,TIME_00_06,CLOSED
3110865,BUNSIK,TIME_06_11,LOW
3110865,BUNSIK,TIME_11_14,HIGH
3110865,BUNSIK,TIME_14_17,HIGH
3110865,BUNSIK,TIME_17_21,VERY_HIGH
3110865,BUNSIK,TIME_21_24,LOW
3110865,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110865,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110865,CAFE_BEVERAGE,TIME_11_14,HIGH
3110865,CAFE_BEVERAGE,TIME_14_17,HIGH
3110865,CAFE_BEVERAGE,TIME_17_21,HIGH
3110865,CAFE_BEVERAGE,TIME_21_24,LOW
3110865,BAKERY,TIME_00_06,CLOSED
3110865,BAKERY,TIME_06_11,MEDIUM
3110865,BAKERY,TIME_11_14,HIGH
3110865,BAKERY,TIME_14_17,HIGH
3110865,BAKERY,TIME_17_21,HIGH
3110865,BAKERY,TIME_21_24,LOW
3110866,KOREAN_FOOD,TIME_00_06,CLOSED
3110866,KOREAN_FOOD,TIME_06_11,CLOSED
3110866,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110866,KOREAN_FOOD,TIME_14_17,HIGH
3110866,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110866,KOREAN_FOOD,TIME_21_24,LOW
3110866,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110866,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110866,CAFE_BEVERAGE,TIME_11_14,HIGH
3110866,CAFE_BEVERAGE,TIME_14_17,HIGH
3110866,CAFE_BEVERAGE,TIME_17_21,HIGH
3110866,CAFE_BEVERAGE,TIME_21_24,LOW
3110867,KOREAN_FOOD,TIME_00_06,CLOSED
3110867,KOREAN_FOOD,TIME_06_11,CLOSED
3110867,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110867,KOREAN_FOOD,TIME_14_17,MEDIUM
3110867,KOREAN_FOOD,TIME_17_21,HIGH
3110867,KOREAN_FOOD,TIME_21_24,MEDIUM
3110868,KOREAN_FOOD,TIME_00_06,LOW
3110868,KOREAN_FOOD,TIME_06_11,CLOSED
3110868,KOREAN_FOOD,TIME_11_14,MEDIUM
3110868,KOREAN_FOOD,TIME_14_17,LOW
3110868,KOREAN_FOOD,TIME_17_21,HIGH
3110868,KOREAN_FOOD,TIME_21_24,VERY_HIGH
3110869,KOREAN_FOOD,TIME_00_06,LOW
3110869,KOREAN_FOOD,TIME_06_11,LOW
3110869,KOREAN_FOOD,TIME_11_14,HIGH
3110869,KOREAN_FOOD,TIME_14_17,MEDIUM
3110869,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110869,KOREAN_FOOD,TIME_21_24,HIGH
3110869,CHINESE_FOOD,TIME_00_06,LOW
3110869,CHINESE_FOOD,TIME_06_11,LOW
3110869,CHINESE_FOOD,TIME_11_14,HIGH
3110869,CHINESE_FOOD,TIME_14_17,MEDIUM
3110869,CHINESE_FOOD,TIME_17_21,HIGH
3110869,CHINESE_FOOD,TIME_21_24,HIGH
3110869,CHICKEN,TIME_00_06,CLOSED
3110869,CHICKEN,TIME_06_11,CLOSED
3110869,CHICKEN,TIME_11_14,LOW
3110869,CHICKEN,TIME_14_17,LOW
3110869,CHICKEN,TIME_17_21,VERY_HIGH
3110869,CHICKEN,TIME_21_24,VERY_HIGH
3110869,BUNSIK,TIME_00_06,LOW
3110869,BUNSIK,TIME_06_11,LOW
3110869,BUNSIK,TIME_11_14,HIGH
3110869,BUNSIK,TIME_14_17,HIGH
3110869,BUNSIK,TIME_17_21,HIGH
3110869,BUNSIK,TIME_21_24,MEDIUM
3110869,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110869,CAFE_BEVERAGE,TIME_06_11,LOW
3110869,CAFE_BEVERAGE,TIME_11_14,HIGH
3110869,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110869,CAFE_BEVERAGE,TIME_17_21,HIGH
3110869,CAFE_BEVERAGE,TIME_21_24,LOW
3110871,KOREAN_FOOD,TIME_00_06,LOW
3110871,KOREAN_FOOD,TIME_06_11,LOW
3110871,KOREAN_FOOD,TIME_11_14,HIGH
3110871,KOREAN_FOOD,TIME_14_17,MEDIUM
3110871,KOREAN_FOOD,TIME_17_21,HIGH
3110871,KOREAN_FOOD,TIME_21_24,MEDIUM
3110871,BUNSIK,TIME_00_06,CLOSED
3110871,BUNSIK,TIME_06_11,LOW
3110871,BUNSIK,TIME_11_14,HIGH
3110871,BUNSIK,TIME_14_17,HIGH
3110871,BUNSIK,TIME_17_21,VERY_HIGH
3110871,BUNSIK,TIME_21_24,MEDIUM
3110871,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110871,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110871,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110871,CAFE_BEVERAGE,TIME_14_17,HIGH
3110871,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110871,CAFE_BEVERAGE,TIME_21_24,LOW
3110871,BAKERY,TIME_00_06,CLOSED
3110871,BAKERY,TIME_06_11,MEDIUM
3110871,BAKERY,TIME_11_14,HIGH
3110871,BAKERY,TIME_14_17,HIGH
3110871,BAKERY,TIME_17_21,HIGH
3110871,BAKERY,TIME_21_24,LOW
3110873,KOREAN_FOOD,TIME_00_06,LOW
3110873,KOREAN_FOOD,TIME_06_11,LOW
3110873,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110873,KOREAN_FOOD,TIME_14_17,MEDIUM
3110873,KOREAN_FOOD,TIME_17_21,HIGH
3110873,KOREAN_FOOD,TIME_21_24,MEDIUM
3110873,CHICKEN,TIME_00_06,LOW
3110873,CHICKEN,TIME_06_11,CLOSED
3110873,CHICKEN,TIME_11_14,CLOSED
3110873,CHICKEN,TIME_14_17,LOW
3110873,CHICKEN,TIME_17_21,VERY_HIGH
3110873,CHICKEN,TIME_21_24,VERY_HIGH
3110873,BUNSIK,TIME_00_06,CLOSED
3110873,BUNSIK,TIME_06_11,LOW
3110873,BUNSIK,TIME_11_14,VERY_HIGH
3110873,BUNSIK,TIME_14_17,HIGH
3110873,BUNSIK,TIME_17_21,HIGH
3110873,BUNSIK,TIME_21_24,LOW
3110873,BAKERY,TIME_00_06,CLOSED
3110873,BAKERY,TIME_06_11,MEDIUM
3110873,BAKERY,TIME_11_14,HIGH
3110873,BAKERY,TIME_14_17,HIGH
3110873,BAKERY,TIME_17_21,HIGH
3110873,BAKERY,TIME_21_24,LOW
3110874,KOREAN_FOOD,TIME_00_06,CLOSED
3110874,KOREAN_FOOD,TIME_06_11,LOW
3110874,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110874,KOREAN_FOOD,TIME_14_17,HIGH
3110874,KOREAN_FOOD,TIME_17_21,HIGH
3110874,KOREAN_FOOD,TIME_21_24,CLOSED
3110875,CAFE_BEVERAGE,TIME_00_06,LOW
3110875,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110875,CAFE_BEVERAGE,TIME_11_14,HIGH
3110875,CAFE_BEVERAGE,TIME_14_17,HIGH
3110875,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110875,CAFE_BEVERAGE,TIME_21_24,LOW
3110876,KOREAN_FOOD,TIME_00_06,CLOSED
3110876,KOREAN_FOOD,TIME_06_11,LOW
3110876,KOREAN_FOOD,TIME_11_14,HIGH
3110876,KOREAN_FOOD,TIME_14_17,MEDIUM
3110876,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110876,KOREAN_FOOD,TIME_21_24,MEDIUM
3110877,KOREAN_FOOD,TIME_00_06,LOW
3110877,KOREAN_FOOD,TIME_06_11,LOW
3110877,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110877,KOREAN_FOOD,TIME_14_17,MEDIUM
3110877,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110877,KOREAN_FOOD,TIME_21_24,MEDIUM
3110877,BUNSIK,TIME_00_06,LOW
3110877,BUNSIK,TIME_06_11,LOW
3110877,BUNSIK,TIME_11_14,HIGH
3110877,BUNSIK,TIME_14_17,MEDIUM
3110877,BUNSIK,TIME_17_21,HIGH
3110877,BUNSIK,TIME_21_24,MEDIUM
3110877,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110877,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110877,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110877,CAFE_BEVERAGE,TIME_14_17,HIGH
3110877,CAFE_BEVERAGE,TIME_17_21,HIGH
3110877,CAFE_BEVERAGE,TIME_21_24,LOW
3110879,KOREAN_FOOD,TIME_00_06,CLOSED
3110879,KOREAN_FOOD,TIME_06_11,LOW
3110879,KOREAN_FOOD,TIME_11_14,HIGH
3110879,KOREAN_FOOD,TIME_14_17,HIGH
3110879,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110879,KOREAN_FOOD,TIME_21_24,LOW
3110880,KOREAN_FOOD,TIME_00_06,CLOSED
3110880,KOREAN_FOOD,TIME_06_11,LOW
3110880,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110880,KOREAN_FOOD,TIME_14_17,HIGH
3110880,KOREAN_FOOD,TIME_17_21,HIGH
3110880,KOREAN_FOOD,TIME_21_24,CLOSED
3110881,KOREAN_FOOD,TIME_00_06,LOW
3110881,KOREAN_FOOD,TIME_06_11,LOW
3110881,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110881,KOREAN_FOOD,TIME_14_17,MEDIUM
3110881,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110881,KOREAN_FOOD,TIME_21_24,MEDIUM
3110881,CHINESE_FOOD,TIME_00_06,CLOSED
3110881,CHINESE_FOOD,TIME_06_11,CLOSED
3110881,CHINESE_FOOD,TIME_11_14,VERY_HIGH
3110881,CHINESE_FOOD,TIME_14_17,HIGH
3110881,CHINESE_FOOD,TIME_17_21,VERY_HIGH
3110881,CHINESE_FOOD,TIME_21_24,LOW
3110881,JAPANESE_FOOD,TIME_00_06,CLOSED
3110881,JAPANESE_FOOD,TIME_06_11,CLOSED
3110881,JAPANESE_FOOD,TIME_11_14,VERY_HIGH
3110881,JAPANESE_FOOD,TIME_14_17,LOW
3110881,JAPANESE_FOOD,TIME_17_21,VERY_HIGH
3110881,JAPANESE_FOOD,TIME_21_24,LOW
3110881,WESTERN_FOOD,TIME_00_06,CLOSED
3110881,WESTERN_FOOD,TIME_06_11,CLOSED
3110881,WESTERN_FOOD,TIME_11_14,VERY_HIGH
3110881,WESTERN_FOOD,TIME_14_17,HIGH
3110881,WESTERN_FOOD,TIME_17_21,VERY_HIGH
3110881,WESTERN_FOOD,TIME_21_24,CLOSED
3110881,CHICKEN,TIME_00_06,LOW
3110881,CHICKEN,TIME_06_11,CLOSED
3110881,CHICKEN,TIME_11_14,LOW
3110881,CHICKEN,TIME_14_17,LOW
3110881,CHICKEN,TIME_17_21,VERY_HIGH
3110881,CHICKEN,TIME_21_24,VERY_HIGH
3110881,FAST_FOOD,TIME_00_06,CLOSED
3110881,FAST_FOOD,TIME_06_11,CLOSED
3110881,FAST_FOOD,TIME_11_14,HIGH
3110881,FAST_FOOD,TIME_14_17,MEDIUM
3110881,FAST_FOOD,TIME_17_21,VERY_HIGH
3110881,FAST_FOOD,TIME_21_24,MEDIUM
3110881,BUNSIK,TIME_00_06,LOW
3110881,BUNSIK,TIME_06_11,LOW
3110881,BUNSIK,TIME_11_14,HIGH
3110881,BUNSIK,TIME_14_17,MEDIUM
3110881,BUNSIK,TIME_17_21,VERY_HIGH
3110881,BUNSIK,TIME_21_24,MEDIUM
3110881,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110881,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110881,CAFE_BEVERAGE,TIME_11_14,HIGH
3110881,CAFE_BEVERAGE,TIME_14_17,HIGH
3110881,CAFE_BEVERAGE,TIME_17_21,HIGH
3110881,CAFE_BEVERAGE,TIME_21_24,LOW
3110881,BAKERY,TIME_00_06,CLOSED
3110881,BAKERY,TIME_06_11,LOW
3110881,BAKERY,TIME_11_14,HIGH
3110881,BAKERY,TIME_14_17,HIGH
3110881,BAKERY,TIME_17_21,VERY_HIGH
3110881,BAKERY,TIME_21_24,HIGH
3110882,KOREAN_FOOD,TIME_00_06,CLOSED
3110882,KOREAN_FOOD,TIME_06_11,LOW
3110882,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110882,KOREAN_FOOD,TIME_14_17,MEDIUM
3110882,KOREAN_FOOD,TIME_17_21,HIGH
3110882,KOREAN_FOOD,TIME_21_24,LOW
3110882,FAST_FOOD,TIME_00_06,CLOSED
3110882,FAST_FOOD,TIME_06_11,MEDIUM
3110882,FAST_FOOD,TIME_11_14,HIGH
3110882,FAST_FOOD,TIME_14_17,MEDIUM
3110882,FAST_FOOD,TIME_17_21,VERY_HIGH
3110882,FAST_FOOD,TIME_21_24,LOW
3110882,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110882,CAFE_BEVERAGE,TIME_06_11,LOW
3110882,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110882,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110882,CAFE_BEVERAGE,TIME_17_21,HIGH
3110882,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110883,KOREAN_FOOD,TIME_00_06,LOW
3110883,KOREAN_FOOD,TIME_06_11,LOW
3110883,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110883,KOREAN_FOOD,TIME_14_17,MEDIUM
3110883,KOREAN_FOOD,TIME_17_21,HIGH
3110883,KOREAN_FOOD,TIME_21_24,MEDIUM
3110883,CHICKEN,TIME_00_06,LOW
3110883,CHICKEN,TIME_06_11,CLOSED
3110883,CHICKEN,TIME_11_14,LOW
3110883,CHICKEN,TIME_14_17,LOW
3110883,CHICKEN,TIME_17_21,VERY_HIGH
3110883,CHICKEN,TIME_21_24,VERY_HIGH
3110883,BUNSIK,TIME_00_06,CLOSED
3110883,BUNSIK,TIME_06_11,MEDIUM
3110883,BUNSIK,TIME_11_14,VERY_HIGH
3110883,BUNSIK,TIME_14_17,MEDIUM
3110883,BUNSIK,TIME_17_21,HIGH
3110883,BUNSIK,TIME_21_24,LOW
3110883,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110883,CAFE_BEVERAGE,TIME_06_11,LOW
3110883,CAFE_BEVERAGE,TIME_11_14,HIGH
3110883,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110883,CAFE_BEVERAGE,TIME_17_21,HIGH
3110883,CAFE_BEVERAGE,TIME_21_24,LOW
3110883,BAKERY,TIME_00_06,CLOSED
3110883,BAKERY,TIME_06_11,LOW
3110883,BAKERY,TIME_11_14,HIGH
3110883,BAKERY,TIME_14_17,HIGH
3110883,BAKERY,TIME_17_21,HIGH
3110883,BAKERY,TIME_21_24,MEDIUM
3110884,KOREAN_FOOD,TIME_00_06,LOW
3110884,KOREAN_FOOD,TIME_06_11,LOW
3110884,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110884,KOREAN_FOOD,TIME_14_17,MEDIUM
3110884,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110884,KOREAN_FOOD,TIME_21_24,MEDIUM
3110885,KOREAN_FOOD,TIME_00_06,LOW
3110885,KOREAN_FOOD,TIME_06_11,LOW
3110885,KOREAN_FOOD,TIME_11_14,HIGH
3110885,KOREAN_FOOD,TIME_14_17,MEDIUM
3110885,KOREAN_FOOD,TIME_17_21,HIGH
3110885,KOREAN_FOOD,TIME_21_24,HIGH
3110885,CHICKEN,TIME_00_06,LOW
3110885,CHICKEN,TIME_06_11,CLOSED
3110885,CHICKEN,TIME_11_14,LOW
3110885,CHICKEN,TIME_14_17,LOW
3110885,CHICKEN,TIME_17_21,VERY_HIGH
3110885,CHICKEN,TIME_21_24,VERY_HIGH
3110885,BUNSIK,TIME_00_06,CLOSED
3110885,BUNSIK,TIME_06_11,LOW
3110885,BUNSIK,TIME_11_14,HIGH
3110885,BUNSIK,TIME_14_17,HIGH
3110885,BUNSIK,TIME_17_21,VERY_HIGH
3110885,BUNSIK,TIME_21_24,LOW
3110886,KOREAN_FOOD,TIME_00_06,CLOSED
3110886,KOREAN_FOOD,TIME_06_11,LOW
3110886,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110886,KOREAN_FOOD,TIME_14_17,MEDIUM
3110886,KOREAN_FOOD,TIME_17_21,VERY_HIGH
3110886,KOREAN_FOOD,TIME_21_24,MEDIUM
3110886,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110886,CAFE_BEVERAGE,TIME_06_11,MEDIUM
3110886,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110886,CAFE_BEVERAGE,TIME_14_17,HIGH
3110886,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110886,CAFE_BEVERAGE,TIME_21_24,LOW
3110888,KOREAN_FOOD,TIME_00_06,CLOSED
3110888,KOREAN_FOOD,TIME_06_11,CLOSED
3110888,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110888,KOREAN_FOOD,TIME_14_17,LOW
3110888,KOREAN_FOOD,TIME_17_21,HIGH
3110888,KOREAN_FOOD,TIME_21_24,MEDIUM
3110888,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110888,CAFE_BEVERAGE,TIME_06_11,LOW
3110888,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110888,CAFE_BEVERAGE,TIME_14_17,VERY_HIGH
3110888,CAFE_BEVERAGE,TIME_17_21,HIGH
3110888,CAFE_BEVERAGE,TIME_21_24,CLOSED
3110889,KOREAN_FOOD,TIME_00_06,CLOSED
3110889,KOREAN_FOOD,TIME_06_11,LOW
3110889,KOREAN_FOOD,TIME_11_14,HIGH
3110889,KOREAN_FOOD,TIME_14_17,MEDIUM
3110889,KOREAN_FOOD,TIME_17_21,HIGH
3110889,KOREAN_FOOD,TIME_21_24,HIGH
3110890,KOREAN_FOOD,TIME_00_06,LOW
3110890,KOREAN_FOOD,TIME_06_11,LOW
3110890,KOREAN_FOOD,TIME_11_14,VERY_HIGH
3110890,KOREAN_FOOD,TIME_14_17,HIGH
3110890,KOREAN_FOOD,TIME_17_21,HIGH
3110890,KOREAN_FOOD,TIME_21_24,LOW
3110890,BUNSIK,TIME_00_06,CLOSED
3110890,BUNSIK,TIME_06_11,CLOSED
3110890,BUNSIK,TIME_11_14,MEDIUM
3110890,BUNSIK,TIME_14_17,HIGH
3110890,BUNSIK,TIME_17_21,VERY_HIGH
3110890,BUNSIK,TIME_21_24,MEDIUM
3110890,CAFE_BEVERAGE,TIME_00_06,CLOSED
3110890,CAFE_BEVERAGE,TIME_06_11,LOW
3110890,CAFE_BEVERAGE,TIME_11_14,VERY_HIGH
3110890,CAFE_BEVERAGE,TIME_14_17,HIGH
3110890,CAFE_BEVERAGE,TIME_17_21,MEDIUM
3110890,CAFE_BEVERAGE,TIME_21_24,MEDIUM
3110891,KOREAN_FOOD,TIME_00_06,CLOSED
3110891,KOREAN_FOOD,TIME_06_11,MEDIUM
3110891,KOREAN_FOOD,TIME_11_14,VERY_HIGH
